AVL_id,Ticket_id,Schedule_id,Bus_id,Driver_id,Route_id,Timestamp,Bus_Speed,Passenger_Count,Scheduled_Time,Actual_Time,Route_Delay,Bus_Fuel_Consumption,Bus_Behavior_Score,Day_of_Week
8287,39590,802,122,1635,1,2024-09-22 22:51:00,37.8,96,2024-09-22 22:54:00,2024-09-22 23:14:00,20,6.96,22.38,Sunday
6447,40820,560,221,1755,24,2024-09-21 01:53:00,41.55,33,2024-09-21 02:02:00,2024-09-21 02:02:00,0,12.06,10.99,Saturday
2323,57209,851,282,1228,14,2024-09-24 15:35:00,46.76,91,2024-09-24 15:36:00,2024-09-24 15:33:00,1437,17.27,52.44,Tuesday
1814,20698,368,267,1449,91,2024-09-04 04:33:00,39.0,55,2024-09-04 04:39:00,2024-09-04 04:40:00,1,12.51,51.31,Wednesday
2648,60890,899,318,1999,40,2024-09-27 20:50:00,49.51,24,2024-09-27 20:50:00,2024-09-27 21:09:00,19,17.61,35.64,Friday
8317,23774,780,274,1108,20,2024-09-19 09:17:00,64.55,51,2024-09-19 09:24:00,2024-09-19 09:20:00,1436,14.14,82.19,Thursday
9625,28648,504,238,1171,10,2024-09-07 20:59:00,68.24,64,2024-09-07 21:04:00,2024-09-07 21:05:00,1,14.46,40.2,Saturday
8175,83300,290,278,1812,38,2024-09-02 02:45:00,79.78,31,2024-09-02 02:52:00,2024-09-02 02:47:00,1435,6.3,29.59,Monday
5206,32839,367,216,1297,63,2024-09-07 15:52:00,76.01,87,2024-09-07 15:56:00,2024-09-07 15:55:00,1439,19.43,81.17,Saturday
3724,49519,299,70,1316,44,2024-09-13 03:38:00,75.32,34,2024-09-13 03:39:00,2024-09-13 03:59:00,20,10.28,3.79,Friday
3031,35754,711,290,1548,98,2024-09-10 14:42:00,61.02,12,2024-09-10 14:42:00,2024-09-10 14:45:00,3,16.41,55.67,Tuesday
7105,43005,112,50,1219,36,2024-09-26 05:40:00,50.63,65,2024-09-26 05:48:00,2024-09-26 05:53:00,5,19.37,53.97,Thursday
3433,75212,952,167,1937,82,2024-09-21 03:01:00,57.46,73,2024-09-21 03:10:00,2024-09-21 03:30:00,20,17.39,96.75,Saturday
8474,94312,770,261,1207,68,2024-09-30 01:23:00,42.69,13,2024-09-30 01:28:00,2024-09-30 01:42:00,14,7.23,88.94,Monday
6066,36895,746,232,1689,51,2024-09-17 11:27:00,53.02,99,2024-09-17 11:36:00,2024-09-17 11:38:00,2,14.63,82.36,Tuesday
5413,76704,872,28,1501,46,2024-09-19 22:02:00,76.81,37,2024-09-19 22:04:00,2024-09-19 22:21:00,17,18.56,79.98,Thursday
5191,29739,646,466,1068,89,2024-09-11 08:17:00,68.07,81,2024-09-11 08:27:00,2024-09-11 08:34:00,7,5.98,99.9,Wednesday
6478,83908,764,97,1895,5,2024-09-09 15:49:00,36.91,70,2024-09-09 15:53:00,2024-09-09 15:50:00,1437,9.21,13.45,Monday
7078,11861,809,237,1226,21,2024-09-12 23:14:00,76.7,37,2024-09-12 23:18:00,2024-09-12 23:30:00,12,18.92,29.29,Thursday
3838,81428,805,326,1024,70,2024-09-26 02:19:00,53.85,86,2024-09-26 02:26:00,2024-09-26 02:44:00,18,7.58,23.24,Thursday
7986,82202,501,412,1609,50,2024-09-27 06:26:00,52.54,16,2024-09-27 06:34:00,2024-09-27 06:32:00,1438,6.81,7.67,Friday
4725,10233,452,316,1546,26,2024-09-06 02:31:00,31.77,23,2024-09-06 02:41:00,2024-09-06 02:57:00,16,10.79,31.43,Friday
3927,22995,644,41,1077,5,2024-09-17 19:34:00,69.39,49,2024-09-17 19:38:00,2024-09-17 19:37:00,1439,8.4,79.08,Tuesday
1249,81825,208,404,1059,57,2024-09-08 12:30:00,39.52,65,2024-09-08 12:30:00,2024-09-08 12:42:00,12,11.51,6.49,Sunday
5104,63072,776,476,1681,68,2024-09-23 21:10:00,75.16,97,2024-09-23 21:16:00,2024-09-23 21:32:00,16,12.69,92.31,Monday
6065,23556,827,154,1493,96,2024-09-12 19:53:00,77.04,24,2024-09-12 19:54:00,2024-09-12 20:08:00,14,7.83,13.08,Thursday
8594,19232,378,365,1832,34,2024-09-10 02:38:00,68.2,78,2024-09-10 02:40:00,2024-09-10 02:54:00,14,10.04,56.97,Tuesday
8591,19361,660,361,1185,13,2024-09-27 11:30:00,33.18,86,2024-09-27 11:35:00,2024-09-27 11:55:00,20,9.99,91.37,Friday
5414,17314,532,167,1680,47,2024-09-04 04:22:00,45.03,61,2024-09-04 04:22:00,2024-09-04 04:31:00,9,16.57,38.89,Wednesday
9096,89343,937,31,1199,60,2024-09-12 15:49:00,33.03,24,2024-09-12 15:49:00,2024-09-12 15:51:00,2,17.23,7.99,Thursday
4325,86274,415,459,1821,69,2024-09-15 00:33:00,56.89,71,2024-09-15 00:37:00,2024-09-15 00:49:00,12,18.84,75.04,Sunday
4242,40320,121,391,1134,75,2024-09-15 19:16:00,62.21,37,2024-09-15 19:18:00,2024-09-15 19:29:00,11,12.72,36.71,Sunday
8178,52929,163,60,1777,48,2024-09-03 19:53:00,75.13,91,2024-09-03 20:00:00,2024-09-03 20:17:00,17,18.58,81.49,Tuesday
4206,29773,891,50,1823,50,2024-09-25 00:09:00,59.3,79,2024-09-25 00:17:00,2024-09-25 00:31:00,14,13.33,55.67,Wednesday
1954,36106,327,214,1657,23,2024-09-06 20:03:00,31.27,4,2024-09-06 20:08:00,2024-09-06 20:10:00,2,5.99,3.01,Friday
1734,97952,701,150,1859,79,2024-09-06 19:55:00,66.09,45,2024-09-06 19:58:00,2024-09-06 19:56:00,1438,15.72,77.52,Friday
1870,82428,945,187,1853,10,2024-09-24 08:50:00,33.43,76,2024-09-24 08:53:00,2024-09-24 09:06:00,13,10.36,91.54,Tuesday
3845,40436,452,398,1178,47,2024-09-27 11:49:00,33.98,16,2024-09-27 11:53:00,2024-09-27 12:09:00,16,14.13,7.84,Friday
3862,48186,744,66,1305,85,2024-09-22 01:11:00,59.05,18,2024-09-22 01:19:00,2024-09-22 01:37:00,18,18.24,19.26,Sunday
3271,92654,643,136,1011,40,2024-09-04 21:46:00,35.48,19,2024-09-04 21:53:00,2024-09-04 21:56:00,3,13.39,51.22,Wednesday
4812,34358,953,424,1454,90,2024-09-24 19:15:00,62.87,81,2024-09-24 19:18:00,2024-09-24 19:36:00,18,8.42,91.91,Tuesday
7174,59829,271,284,1408,40,2024-09-14 11:22:00,68.36,80,2024-09-14 11:23:00,2024-09-14 11:32:00,9,7.03,20.47,Saturday
8454,63050,262,33,1558,13,2024-09-03 14:54:00,58.91,15,2024-09-03 15:01:00,2024-09-03 15:06:00,5,14.67,0.19,Tuesday
1163,34979,404,42,1902,13,2024-09-23 03:17:00,37.42,53,2024-09-23 03:24:00,2024-09-23 03:29:00,5,17.13,73.87,Monday
5842,19185,494,88,1086,1,2024-09-05 07:53:00,71.92,99,2024-09-05 07:58:00,2024-09-05 08:07:00,9,8.08,28.04,Thursday
3427,95593,992,495,1340,76,2024-09-09 21:37:00,55.79,48,2024-09-09 21:39:00,2024-09-09 21:56:00,17,7.71,67.08,Monday
6640,32480,377,108,1133,16,2024-09-27 23:40:00,37.4,51,2024-09-27 23:50:00,2024-09-28 00:09:00,19,9.11,93.85,Friday
6893,43923,290,335,1397,18,2024-09-06 02:59:00,57.49,15,2024-09-06 03:05:00,2024-09-06 03:13:00,8,13.08,78.34,Friday
6174,80012,795,101,1059,6,2024-09-24 01:03:00,59.31,15,2024-09-24 01:07:00,2024-09-24 01:16:00,9,7.44,69.33,Tuesday
8018,97632,501,50,1492,24,2024-09-28 06:47:00,41.95,71,2024-09-28 06:54:00,2024-09-28 06:54:00,0,7.39,15.22,Saturday
9709,15259,885,344,1027,100,2024-09-12 11:50:00,72.72,2,2024-09-12 11:57:00,2024-09-12 12:08:00,11,14.55,56.81,Thursday
9221,30721,513,41,1522,79,2024-09-17 09:32:00,76.35,9,2024-09-17 09:42:00,2024-09-17 09:48:00,6,9.63,96.5,Tuesday
1564,14348,403,196,1585,10,2024-09-07 04:15:00,43.62,88,2024-09-07 04:18:00,2024-09-07 04:36:00,18,8.6,29.24,Saturday
6014,40125,201,191,1212,85,2024-09-27 16:54:00,72.32,58,2024-09-27 17:01:00,2024-09-27 17:21:00,20,6.59,75.73,Friday
8372,71950,760,173,1254,70,2024-09-12 22:01:00,75.39,66,2024-09-12 22:08:00,2024-09-12 22:25:00,17,14.64,63.32,Thursday
5007,93266,903,496,1373,86,2024-09-19 17:07:00,72.86,49,2024-09-19 17:13:00,2024-09-19 17:32:00,19,10.74,29.66,Thursday
9221,86878,680,31,1226,78,2024-09-27 17:14:00,32.92,62,2024-09-27 17:15:00,2024-09-27 17:17:00,2,17.0,53.9,Friday
7786,64671,824,97,1287,75,2024-09-01 05:41:00,45.68,94,2024-09-01 05:46:00,2024-09-01 06:05:00,19,10.73,9.8,Sunday
5106,48604,149,46,1041,81,2024-09-19 08:42:00,56.36,51,2024-09-19 08:51:00,2024-09-19 09:09:00,18,5.53,27.16,Thursday
8803,40523,162,76,1722,64,2024-09-02 05:08:00,60.63,41,2024-09-02 05:18:00,2024-09-02 05:33:00,15,16.85,75.81,Monday
7615,20552,585,431,1711,16,2024-09-02 10:46:00,53.48,11,2024-09-02 10:47:00,2024-09-02 11:05:00,18,19.72,29.46,Monday
6271,31048,863,40,1679,6,2024-09-05 05:40:00,75.65,3,2024-09-05 05:44:00,2024-09-05 05:45:00,1,17.61,50.31,Thursday
4293,38559,501,431,1777,18,2024-09-28 10:56:00,69.25,59,2024-09-28 10:58:00,2024-09-28 11:09:00,11,17.31,80.7,Saturday
6674,89566,181,318,1567,57,2024-09-14 21:34:00,54.66,51,2024-09-14 21:38:00,2024-09-14 21:35:00,1437,16.04,22.74,Saturday
5932,58147,420,267,1749,94,2024-09-07 09:41:00,58.43,36,2024-09-07 09:41:00,2024-09-07 09:57:00,16,14.7,23.31,Saturday
3730,47508,416,59,1648,57,2024-09-25 10:30:00,60.46,56,2024-09-25 10:39:00,2024-09-25 10:51:00,12,17.45,53.08,Wednesday
3990,48956,612,224,1626,38,2024-09-20 05:39:00,57.8,31,2024-09-20 05:46:00,2024-09-20 05:42:00,1436,17.1,12.66,Friday
8563,81288,101,10,1839,35,2024-09-24 07:45:00,50.25,84,2024-09-24 07:51:00,2024-09-24 07:58:00,7,20.0,67.81,Tuesday
5088,43508,986,445,1349,89,2024-09-19 00:47:00,47.58,16,2024-09-19 00:55:00,2024-09-19 01:06:00,11,16.98,16.3,Thursday
5277,75984,103,453,1578,68,2024-09-04 10:24:00,58.86,68,2024-09-04 10:27:00,2024-09-04 10:43:00,16,18.31,91.67,Wednesday
7174,13664,990,100,1736,36,2024-09-07 03:14:00,30.19,95,2024-09-07 03:22:00,2024-09-07 03:19:00,1437,11.67,29.15,Saturday
5931,97408,684,402,1334,16,2024-09-22 19:59:00,39.44,4,2024-09-22 20:07:00,2024-09-22 20:06:00,1439,13.35,46.12,Sunday
5095,10594,790,409,1524,27,2024-09-29 02:07:00,58.92,32,2024-09-29 02:11:00,2024-09-29 02:24:00,13,17.22,97.39,Sunday
8644,78323,764,472,1911,32,2024-09-07 14:37:00,30.83,27,2024-09-07 14:45:00,2024-09-07 14:49:00,4,9.22,46.08,Saturday
6140,82399,609,457,1891,77,2024-09-20 09:53:00,77.11,13,2024-09-20 10:01:00,2024-09-20 10:13:00,12,7.12,58.84,Friday
7983,12163,393,416,1636,97,2024-09-13 19:28:00,42.9,63,2024-09-13 19:33:00,2024-09-13 19:48:00,15,11.34,60.73,Friday
5589,83742,159,494,1056,76,2024-09-22 05:35:00,55.81,8,2024-09-22 05:35:00,2024-09-22 05:50:00,15,9.08,56.35,Sunday
9588,36385,450,125,1902,99,2024-09-04 11:11:00,64.78,61,2024-09-04 11:21:00,2024-09-04 11:23:00,2,17.21,26.85,Wednesday
9243,50682,977,1,1617,35,2024-09-02 15:43:00,51.13,2,2024-09-02 15:44:00,2024-09-02 15:40:00,1436,19.28,47.3,Monday
3267,21297,926,312,1344,12,2024-09-18 07:45:00,63.37,89,2024-09-18 07:54:00,2024-09-18 07:59:00,5,10.24,28.05,Wednesday
8494,76791,127,419,1916,66,2024-09-05 19:37:00,62.19,33,2024-09-05 19:46:00,2024-09-05 19:53:00,7,11.15,40.13,Thursday
1118,75640,510,463,1689,71,2024-09-19 09:23:00,52.83,8,2024-09-19 09:28:00,2024-09-19 09:30:00,2,9.71,61.53,Thursday
9408,16684,574,351,1775,38,2024-09-30 10:28:00,66.54,69,2024-09-30 10:32:00,2024-09-30 10:44:00,12,7.74,24.48,Monday
2369,34066,783,115,1523,54,2024-09-02 04:06:00,77.93,50,2024-09-02 04:08:00,2024-09-02 04:11:00,3,18.21,47.44,Monday
9868,99098,781,19,1104,5,2024-09-16 10:03:00,64.75,67,2024-09-16 10:08:00,2024-09-16 10:19:00,11,13.26,35.7,Monday
8381,46137,149,416,1122,57,2024-09-29 23:42:00,69.36,92,2024-09-29 23:48:00,2024-09-29 23:46:00,1438,18.59,76.82,Sunday
4115,77175,589,475,1907,95,2024-09-10 02:41:00,45.65,92,2024-09-10 02:48:00,2024-09-10 02:56:00,8,19.05,15.76,Tuesday
7738,87563,213,218,1909,73,2024-09-19 09:01:00,75.74,40,2024-09-19 09:09:00,2024-09-19 09:21:00,12,11.25,43.67,Thursday
1014,70506,814,423,1241,73,2024-09-20 16:23:00,70.75,27,2024-09-20 16:31:00,2024-09-20 16:29:00,1438,7.2,37.67,Friday
9227,44870,647,330,1263,35,2024-09-02 15:38:00,45.6,82,2024-09-02 15:39:00,2024-09-02 15:41:00,2,14.61,45.16,Monday
2113,12962,123,412,1707,24,2024-09-17 15:16:00,36.61,64,2024-09-17 15:25:00,2024-09-17 15:36:00,11,10.91,94.1,Tuesday
5633,35511,369,256,1481,32,2024-09-13 16:31:00,62.68,43,2024-09-13 16:41:00,2024-09-13 16:49:00,8,14.08,33.73,Friday
5415,74595,852,480,1188,53,2024-09-09 05:56:00,77.76,5,2024-09-09 06:06:00,2024-09-09 06:13:00,7,19.72,80.04,Monday
3495,81092,917,354,1748,99,2024-09-14 16:57:00,58.43,0,2024-09-14 16:59:00,2024-09-14 17:04:00,5,19.56,83.18,Saturday
5312,67447,913,69,1940,15,2024-09-22 02:29:00,63.78,4,2024-09-22 02:35:00,2024-09-22 02:48:00,13,13.38,10.78,Sunday
9344,27067,302,417,1421,50,2024-09-22 16:54:00,47.84,56,2024-09-22 17:02:00,2024-09-22 17:21:00,19,7.54,33.99,Sunday
6444,62499,369,23,1861,66,2024-09-29 04:07:00,45.83,17,2024-09-29 04:17:00,2024-09-29 04:24:00,7,11.44,19.67,Sunday
6932,67064,929,290,1450,77,2024-09-19 02:32:00,66.51,17,2024-09-19 02:36:00,2024-09-19 02:44:00,8,6.69,40.43,Thursday
8407,10643,680,464,1112,69,2024-09-10 12:13:00,76.77,55,2024-09-10 12:19:00,2024-09-10 12:34:00,15,8.28,48.15,Tuesday
2702,36646,499,150,1164,86,2024-09-19 04:51:00,47.6,93,2024-09-19 04:59:00,2024-09-19 04:59:00,0,6.78,58.27,Thursday
6840,77201,339,283,1891,31,2024-09-07 05:22:00,47.21,25,2024-09-07 05:29:00,2024-09-07 05:39:00,10,5.38,40.91,Saturday
4071,14822,774,369,1129,51,2024-09-30 09:36:00,65.08,19,2024-09-30 09:38:00,2024-09-30 09:37:00,1439,11.91,5.72,Monday
7100,24568,273,371,1937,17,2024-09-12 06:12:00,41.31,90,2024-09-12 06:19:00,2024-09-12 06:30:00,11,13.39,23.51,Thursday
4067,26781,907,248,1498,11,2024-09-06 05:10:00,48.96,97,2024-09-06 05:17:00,2024-09-06 05:36:00,19,9.21,59.81,Friday
9625,12290,634,217,1956,72,2024-09-16 04:51:00,72.64,23,2024-09-16 05:00:00,2024-09-16 05:07:00,7,10.57,28.79,Monday
7512,38693,548,360,1272,30,2024-09-07 16:36:00,78.21,84,2024-09-07 16:42:00,2024-09-07 16:52:00,10,14.22,11.31,Saturday
8504,74315,436,467,1230,12,2024-09-11 16:15:00,30.84,69,2024-09-11 16:16:00,2024-09-11 16:36:00,20,15.27,87.2,Wednesday
8675,17263,351,224,1751,39,2024-09-05 10:08:00,49.69,64,2024-09-05 10:17:00,2024-09-05 10:35:00,18,17.67,29.92,Thursday
4889,63144,658,8,1214,58,2024-09-05 04:49:00,59.21,3,2024-09-05 04:55:00,2024-09-05 05:08:00,13,18.05,84.38,Thursday
9272,14365,385,99,1755,2,2024-09-23 19:31:00,51.6,47,2024-09-23 19:40:00,2024-09-23 19:48:00,8,18.0,32.61,Monday
8991,72337,683,321,1321,94,2024-09-24 08:44:00,44.56,1,2024-09-24 08:51:00,2024-09-24 08:47:00,1436,8.54,35.35,Tuesday
5416,48443,877,69,1527,60,2024-09-14 19:02:00,46.71,4,2024-09-14 19:12:00,2024-09-14 19:23:00,11,15.2,0.98,Saturday
3488,14534,361,261,1187,33,2024-09-08 04:36:00,78.06,28,2024-09-08 04:42:00,2024-09-08 04:57:00,15,6.0,98.73,Sunday
3515,54923,299,473,1085,12,2024-09-05 17:09:00,35.61,16,2024-09-05 17:13:00,2024-09-05 17:21:00,8,18.85,22.58,Thursday
6731,29697,890,188,1164,89,2024-09-08 00:34:00,30.26,31,2024-09-08 00:40:00,2024-09-08 00:51:00,11,14.86,16.82,Sunday
6394,43734,620,455,1952,84,2024-09-10 18:21:00,76.51,6,2024-09-10 18:26:00,2024-09-10 18:45:00,19,14.0,50.33,Tuesday
6666,98771,593,273,1318,32,2024-09-22 01:28:00,66.91,22,2024-09-22 01:29:00,2024-09-22 01:27:00,1438,10.19,16.41,Sunday
8482,28446,577,353,1511,32,2024-09-15 13:39:00,53.51,86,2024-09-15 13:46:00,2024-09-15 13:51:00,5,17.53,43.99,Sunday
2851,32673,901,343,1691,44,2024-09-06 08:16:00,74.82,79,2024-09-06 08:17:00,2024-09-06 08:27:00,10,12.19,87.18,Friday
7029,33420,290,117,1993,72,2024-09-27 00:08:00,56.58,4,2024-09-27 00:11:00,2024-09-27 00:30:00,19,17.6,84.81,Friday
4349,46222,801,16,1206,10,2024-09-30 10:58:00,60.33,77,2024-09-30 11:02:00,2024-09-30 11:15:00,13,6.19,12.63,Monday
3297,89736,117,419,1165,14,2024-09-15 08:22:00,70.7,63,2024-09-15 08:29:00,2024-09-15 08:31:00,2,9.27,68.06,Sunday
1921,80662,158,212,1257,59,2024-09-26 05:03:00,40.93,46,2024-09-26 05:07:00,2024-09-26 05:10:00,3,15.46,88.9,Thursday
9942,66275,396,202,1765,100,2024-09-21 19:31:00,31.74,55,2024-09-21 19:34:00,2024-09-21 19:53:00,19,9.69,84.14,Saturday
8408,92240,263,206,1123,84,2024-09-19 04:06:00,34.89,76,2024-09-19 04:14:00,2024-09-19 04:26:00,12,17.48,73.75,Thursday
3837,88074,818,394,1459,54,2024-09-06 04:09:00,47.91,31,2024-09-06 04:10:00,2024-09-06 04:08:00,1438,13.18,42.54,Friday
6553,16269,155,220,1482,19,2024-09-25 14:53:00,39.29,48,2024-09-25 15:01:00,2024-09-25 15:04:00,3,6.78,10.96,Wednesday
1099,27286,660,272,1464,56,2024-09-09 06:49:00,34.72,92,2024-09-09 06:52:00,2024-09-09 06:53:00,1,12.17,15.31,Monday
5638,26498,916,342,1664,62,2024-09-06 05:39:00,53.89,3,2024-09-06 05:41:00,2024-09-06 05:52:00,11,13.72,53.24,Friday
8167,21476,292,309,1172,79,2024-09-03 06:55:00,44.45,64,2024-09-03 06:55:00,2024-09-03 07:07:00,12,13.18,93.02,Tuesday
1802,52056,820,149,1180,86,2024-09-28 02:15:00,33.95,50,2024-09-28 02:21:00,2024-09-28 02:24:00,3,8.93,13.48,Saturday
8834,98528,331,445,1990,87,2024-09-17 08:44:00,48.19,84,2024-09-17 08:48:00,2024-09-17 09:02:00,14,11.04,99.48,Tuesday
4672,55733,238,162,1372,91,2024-09-17 10:40:00,60.94,15,2024-09-17 10:41:00,2024-09-17 10:42:00,1,11.27,94.59,Tuesday
4389,40639,279,20,1020,57,2024-09-14 22:32:00,32.81,60,2024-09-14 22:33:00,2024-09-14 22:28:00,1435,14.19,84.01,Saturday
7690,28916,387,113,1883,41,2024-09-24 06:51:00,40.78,5,2024-09-24 06:52:00,2024-09-24 06:51:00,1439,19.3,22.03,Tuesday
2729,83173,979,210,1550,54,2024-09-21 10:24:00,77.07,92,2024-09-21 10:27:00,2024-09-21 10:26:00,1439,11.06,2.81,Saturday
5045,21175,148,341,1901,91,2024-09-11 20:14:00,63.27,100,2024-09-11 20:21:00,2024-09-11 20:24:00,3,10.15,15.25,Wednesday
5604,19943,965,491,1946,70,2024-09-24 06:06:00,72.24,2,2024-09-24 06:11:00,2024-09-24 06:19:00,8,8.23,33.39,Tuesday
2042,22826,462,132,1711,2,2024-09-09 21:53:00,66.06,90,2024-09-09 21:59:00,2024-09-09 22:17:00,18,11.2,76.11,Monday
9055,54618,520,167,1102,96,2024-09-29 23:36:00,46.0,92,2024-09-29 23:46:00,2024-09-29 23:58:00,12,8.36,60.44,Sunday
1294,18421,215,162,1732,57,2024-09-17 04:11:00,67.85,100,2024-09-17 04:12:00,2024-09-17 04:23:00,11,16.01,19.33,Tuesday
4042,69859,407,127,1280,88,2024-09-05 21:57:00,66.18,23,2024-09-05 22:04:00,2024-09-05 22:01:00,1437,9.49,26.96,Thursday
2102,10188,691,372,1120,22,2024-09-14 15:02:00,79.16,16,2024-09-14 15:04:00,2024-09-14 15:24:00,20,6.91,83.99,Saturday
8504,40791,249,301,1085,98,2024-09-27 00:58:00,76.94,37,2024-09-27 01:05:00,2024-09-27 01:02:00,1437,13.84,17.61,Friday
5339,61306,746,316,1627,65,2024-09-17 12:13:00,77.02,14,2024-09-17 12:14:00,2024-09-17 12:21:00,7,11.5,3.86,Tuesday
9555,74381,596,237,1059,54,2024-09-21 07:31:00,72.51,18,2024-09-21 07:39:00,2024-09-21 07:44:00,5,12.41,3.63,Saturday
7461,81204,779,336,1316,46,2024-09-23 23:40:00,72.07,72,2024-09-23 23:49:00,2024-09-24 00:02:00,13,8.44,30.48,Monday
1461,91768,234,59,1621,85,2024-09-04 11:03:00,47.96,32,2024-09-04 11:06:00,2024-09-04 11:16:00,10,12.53,49.96,Wednesday
6998,97864,431,131,1666,16,2024-09-23 12:36:00,62.67,80,2024-09-23 12:41:00,2024-09-23 12:58:00,17,5.48,4.44,Monday
9761,90357,779,189,1091,85,2024-09-09 21:42:00,67.53,40,2024-09-09 21:44:00,2024-09-09 22:00:00,16,17.72,30.53,Monday
9127,52425,236,230,1798,1,2024-09-04 21:43:00,39.43,25,2024-09-04 21:47:00,2024-09-04 21:56:00,9,18.42,99.91,Wednesday
7021,17006,808,357,1681,98,2024-09-04 11:27:00,56.2,94,2024-09-04 11:33:00,2024-09-04 11:39:00,6,11.97,86.1,Wednesday
